1.387773782941389422e+00,1.898218531130875020e+00,1.667416281264360700e+00,3.512278278606196569e+00,8.823696045679154665e+00
1.387773782941389422e+00,1.898218531130875020e+00,3.488342742993019829e+00,4.003543341336381900e+00,7.347174492861558548e+00
1.387773782941389422e+00,1.898218531130875020e+00,1.108869710067918124e+00,3.148123821492891494e+00,9.149898732347558905e+00
1.387773782941389422e+00,2.952948412031374481e+00,2.190968773598446884e+00,4.686135761239348163e+00,7.505263427557171241e+00
1.387773782941389422e+00,2.952948412031374481e+00,3.012336154581647385e+00,4.676765149255024845e+00,7.443004547585351460e+00
1.387773782941389422e+00,2.952948412031374481e+00,8.728975973632983054e-01,4.660216730423642595e+00,7.592235721252373004e+00
1.387773782941389422e+00,1.882685896922146052e+00,2.899736101430367530e+00,3.962800504554717662e+00,7.877254075020115209e+00
1.387773782941389422e+00,1.882685896922146052e+00,2.519221202113875790e+00,3.873114298707322156e+00,8.200618297400549039e+00
1.387773782941389422e+00,1.882685896922146052e+00,5.493533528792651222e-01,3.039937177241827548e+00,9.220439988053799496e+00
8.294331913777652776e-01,3.161628570354467094e+00,1.484764879373464019e+00,4.125323112980334272e+00,7.800141229345710414e+00
8.294331913777652776e-01,3.161628570354467094e+00,2.566472758173607982e+00,4.187522976036546218e+00,7.458515236283144390e+00
8.294331913777652776e-01,3.161628570354467094e+00,3.306868614908311521e+00,4.135998289339080536e+00,7.225283449845693262e+00
8.294331913777652776e-01,7.561853103035754975e-01,1.800319744211794415e+00,8.553781024008086931e-01,9.849112236980854362e+00
8.294331913777652776e-01,7.561853103035754975e-01,2.532830046220091003e+00,1.550158045742319857e+00,9.461379624963090151e+00
8.294331913777652776e-01,7.561853103035754975e-01,1.113736192367450695e+00,1.240160202966845288e-01,9.996922110661397909e+00
8.294331913777652776e-01,3.223500936005402551e+00,2.633091678919623480e+00,4.222213822856285326e+00,7.435604597615321332e+00
8.294331913777652776e-01,3.223500936005402551e+00,2.375885671344830641e+00,4.225822415816589128e+00,7.500154261290893132e+00
8.294331913777652776e-01,3.223500936005402551e+00,2.538397969958783307e+00,4.224384919435511421e+00,7.459318117016991323e+00
2.432334161603973754e+00,8.451733271715147211e-01,9.445371703496835414e-01,4.388069447543251123e+00,8.582338902390878488e+00
2.432334161603973754e+00,8.451733271715147211e-01,2.181667272123658297e+00,4.820211471326029340e+00,8.056629908288236663e+00
2.432334161603973754e+00,8.451733271715147211e-01,1.179390131679174392e+00,4.470310831331147483e+00,8.517967543555242216e+00
2.432334161603973754e+00,1.188659331612330838e+00,2.872311772824898135e+00,5.067833976125552198e+00,7.552511514418170258e+00
2.432334161603973754e+00,1.188659331612330838e+00,1.248154536958216321e+00,4.762271329494146777e+00,8.273444578168989594e+00
2.432334161603973754e+00,1.188659331612330838e+00,2.583979250196858590e+00,5.052336586025939269e+00,7.693527622215887263e+00
2.432334161603973754e+00,1.978017290394216587e+00,2.516183902091068347e+00,5.639045486378124750e+00,7.191351156232876463e+00
2.432334161603973754e+00,1.978017290394216587e+00,3.369679205223763407e+00,5.639045486378124750e+00,7.191351156232876463e+00
2.432334161603973754e+00,1.978017290394216587e+00,2.027807971441374590e+00,5.639045486378124750e+00,7.191351156232876463e+00
3.220164707488313738e+00,7.804121679612067153e-01,2.971790569755818900e+00,6.181251693927428903e+00,6.747602558658154059e+00
3.220164707488313738e+00,7.804121679612067153e-01,2.075130493429579115e+00,6.181251693927428903e+00,6.747602558658154059e+00
3.220164707488313738e+00,7.804121679612067153e-01,3.022965990238712486e+00,6.181251693927428903e+00,6.747602558658154059e+00
3.220164707488313738e+00,1.041085214091186817e+00,1.377250057755173174e+00,6.212170310151853059e+00,6.701733295136709678e+00
3.220164707488313738e+00,1.041085214091186817e+00,1.165398445757206858e+00,6.212170310151853059e+00,6.701733295136709678e+00
3.220164707488313738e+00,1.041085214091186817e+00,1.764865291847518947e+00,6.212170310151853059e+00,6.701733295136709678e+00
3.220164707488313738e+00,3.389950063899954458e+00,1.979309430777493439e+00,6.428934863800265909e+00,3.683577796835662888e+00
3.220164707488313738e+00,3.389950063899954458e+00,1.428885409194589062e+00,6.428934863800265909e+00,3.683577796835662888e+00
3.220164707488313738e+00,3.389950063899954458e+00,3.285956775905983562e+00,6.428934863800265909e+00,3.683577796835662888e+00
3.215947943774320361e+00,1.337901714320103963e+00,2.082405289477645915e+00,6.404163576284854997e+00,6.365332066882681161e+00
3.215947943774320361e+00,1.337901714320103963e+00,1.481805332873657566e+00,6.404163576284854997e+00,6.365332066882681161e+00
3.215947943774320361e+00,1.337901714320103963e+00,3.264576777381922312e+00,6.404163576284854997e+00,6.365332066882681161e+00
3.215947943774320361e+00,2.996617016399172329e+00,3.259436430464772716e+00,6.611319691496516882e+00,4.181910052690794188e+00
3.215947943774320361e+00,2.996617016399172329e+00,3.310468498286073036e+00,6.611319691496516882e+00,4.181910052690794188e+00
3.215947943774320361e+00,2.996617016399172329e+00,5.158214263508531516e-01,6.611319691496516882e+00,4.181910052690794188e+00
3.215947943774320361e+00,9.436733631989945303e-01,1.306153007798474874e+00,6.173426028189501480e+00,6.758968311043461519e+00
3.215947943774320361e+00,9.436733631989945303e-01,1.320081035518041901e+00,6.173426028189501480e+00,6.758968311043461519e+00
3.215947943774320361e+00,9.436733631989945303e-01,2.630885810887356069e+00,6.173426028189501480e+00,6.758968311043461519e+00
1.285778421248233716e+00,2.379806908087739092e+00,1.112510698091649042e+00,3.681241114134091497e+00,8.667282997284631918e+00
1.285778421248233716e+00,2.379806908087739092e+00,1.522166165542248706e+00,3.870533237963423190e+00,8.445077003210773370e+00
1.285778421248233716e+00,2.379806908087739092e+00,2.897289267567661142e+00,4.171079182143867747e+00,7.526488014568393226e+00
1.285778421248233716e+00,3.254725820170427220e+00,7.219011269579341805e-01,4.771015121671563719e+00,7.221279583347138598e+00
1.285778421248233716e+00,3.254725820170427220e+00,7.015329481920188348e-01,4.771015121671563719e+00,7.221279583347138598e+00
1.285778421248233716e+00,3.254725820170427220e+00,8.857751650210631267e-01,4.771015121671563719e+00,7.221279583347138598e+00
1.285778421248233716e+00,2.705694650081706509e+00,1.814574707743802584e+00,4.312762907505387489e+00,7.876301252340025982e+00
1.285778421248233716e+00,2.705694650081706509e+00,2.117136718762790970e+00,4.353226226563126744e+00,7.735807119094962658e+00
1.285778421248233716e+00,2.705694650081706509e+00,3.293126091903187280e+00,4.329524635999781879e+00,7.173846937936255941e+00
2.526411803191455530e+00,9.140924732117786666e-01,1.998779904969905541e+00,4.946800085239942746e+00,8.015691879528731079e+00
